History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Village - town,Gender
4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,1,1
4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,0,1
1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,1,0
2.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,1,0
4.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,1,1
1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,1,0
3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,1,0
5.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,1,0
5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,1,0
4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0
2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,2.589641434262948,4.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,1,0
3.0,3.138308457711443,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,3.1593625498007967,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.3621031746031744,3.0,2.0,1.0,5.0,2.0,5.0,0,0
3.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1,0
1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,0,0
3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,0,1
2.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,0,0
2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,3.3879396984924623,5.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,0,0
4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,1,0
2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,1,1
5.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,3.0,0,1
3.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,0,0
5.0,3.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,0,1
2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,0,0
2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0,1
1.0,5.0,2.595639246778989,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.6868787276341948,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,0,0
1.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,1,0
4.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,0,1
4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,0,0
1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,0,0
2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,0,0
5.0,5.0,5.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,1,0
3.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,0,0
4.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,0,0
1.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,0,1
5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,1,0
3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,1,0
2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,3.334990059642147,1,0
3.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,1,1
3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1,1
1.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,0,0
2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,1,0
3.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,0,0
1.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1,0
5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,0,1
3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,0,1
5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1,0
2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,0,0
4.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,0,1
3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1,1
3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1,0
1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,0,0
2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,0,0
5.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,0,0
1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,1.0,0,1
1.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1,0
3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1,0
3.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,3.0,1.0,0,1
4.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,1,0
3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,0,1
2.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1
5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1,1
3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,1.901394422310757,2.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,1,1
4.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,0,0
3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.557654075546719,2.0,5.0,0,0
2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.3621031746031744,1.0,3.0,3.0,4.0,4.0,4.0,0,0
2.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,2.589641434262948,4.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,1.0,4.0,0,1
2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,5.0,0,0
3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,0,0
5.0,5.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,3.7781094527363184,5.0,1.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,0,1
4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,0,1
3.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.6653386454183265,5.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,0,0
4.0,2.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.3879396984924623,3.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,1.0,0,0
1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,0,0
4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,0,0
1.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,1,0
5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,0,1
5.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,1,0
1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,0,0
2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,0,0
5.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,0,0
3.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,0,1
2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,0,0
2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,0,0
3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,0,0
3.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,0,0
4.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0,1,0
3.0,3.138308457711443,4.0,2.0,2.0,5.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,0,1
4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,0,0
3.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,0,0
2.0,1.0,4.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0,1.0,1,1
4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,0,0
3.0,3.0,3.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1,0
2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0,1,1
2.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,4.0,0,1
3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,1,0
3.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,2.165,3.0,4.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,1,1
5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,1,0
3.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1,1
2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,0,1
1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1,0
2.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,1,1
3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,0,1
3.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,1.0,0,1
5.0,3.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,2.32408325074331,3.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,0,1
